계산방식,전략id,신호종목,실행상품코드,방향,진입ma,청산ma,추세ma,거래수,정상청산수,마감1519청산수,최대동시open,승률_pct,평균순수익률_pct,중앙순수익률_pct,평균보유분,최악거래_pct,최고거래_pct,누적복리손익,최종복리자본,누적복리수익률_pct,mdd_pct
KRX_CONTINUOUS_AFTERNOON,DS001087,삼성전자,0193W0,LONG,5/10,5/10,NONE,274,242,32,2,27.74,-0.2177,-0.3615,7.68,-2.3700,7.2702,-459593,540407,-45.9593,-47.2072
KRX_CONTINUOUS_AFTERNOON,DS003033,SK하이닉스,0193T0,LONG,3/20,3/30,10,134,100,34,3,23.13,-0.4335,-0.6590,14.28,-7.4899,8.9445,-459963,540037,-45.9963,-46.9311
KRX_CONTINUOUS_AFTERNOON,DS004173,삼성전자,0193L0,SHORT,3/30,10/30,10,94,56,38,3,29.79,-0.6183,-0.5170,20.49,-17.9700,4.9865,-460278,539722,-46.0278,-49.1283
KRX_CONTINUOUS_AFTERNOON,DS000489,SK하이닉스,0193T0,LONG,3/5,3/10,10,220,194,26,4,30.91,-0.2655,-0.3693,8.65,-6.6969,6.2656,-461207,538793,-46.1207,-50.1829
KRX_CONTINUOUS_AFTERNOON,DS002479,삼성전자,0193W0,LONG,3/10,10/20,NONE,296,199,97,6,33.78,-0.1774,-0.3399,18.86,-9.4579,7.4684,-461517,538483,-46.1517,-58.9272
KRX_CONTINUOUS_AFTERNOON,DS002623,삼성전자,0193W0,LONG,5/20,10/20,NONE,156,112,44,3,26.92,-0.3778,-0.4511,15.98,-9.1593,6.5831,-462549,537451,-46.2549,-50.4186
KRX_CONTINUOUS_AFTERNOON,DS004699,삼성전자,0193L0,SHORT,5/30,20/30,NONE,110,62,48,4,31.82,-0.5363,-0.3186,21.78,-11.1756,4.9865,-463003,536997,-46.3003,-51.6000
KRX_CONTINUOUS_AFTERNOON,DS000151,SK하이닉스,0193T0,LONG,3/20,3/5,NONE,185,172,13,2,29.73,-0.3301,-0.4483,4.63,-3.0238,5.3457,-463061,536939,-46.3061,-46.7433
KRX_CONTINUOUS_AFTERNOON,DS001100,삼성전자,0193L0,SHORT,5/10,5/10,5,247,219,28,2,31.58,-0.2425,-0.3315,9.13,-8.0618,6.4258,-463117,536883,-46.3117,-47.5596
KRX_CONTINUOUS_AFTERNOON,DS000607,삼성전자,0193W0,LONG,5/10,3/10,NONE,274,242,32,3,26.64,-0.2182,-0.3688,7.47,-5.7412,7.2702,-463156,536844,-46.3156,-48.0308
KRX_CONTINUOUS_AFTERNOON,DS002695,SK하이닉스,0193T0,LONG,3/30,10/20,NONE,140,98,42,4,34.29,-0.4195,-0.4869,15.95,-5.5756,7.7929,-463225,536775,-46.3225,-47.8719
KRX_CONTINUOUS_AFTERNOON,DS002890,SK하이닉스,0193T0,LONG,3/5,3/30,20,211,166,45,6,28.44,-0.2592,-0.6115,15.02,-8.2037,7.5869,-463815,536185,-46.3815,-50.2088
KRX_CONTINUOUS_AFTERNOON,DS000490,SK하이닉스,0193T0,LONG,3/5,3/10,20,211,184,27,4,29.38,-0.2783,-0.4149,9.50,-8.4276,6.2656,-464015,535985,-46.4015,-48.9490
KRX_CONTINUOUS_AFTERNOON,DS000501,SK하이닉스,0197X0,SHORT,3/5,3/10,10,255,231,24,5,32.16,-0.2306,-0.3351,9.78,-8.4114,7.4988,-464583,535417,-46.4583,-46.8068
KRX_CONTINUOUS_AFTERNOON,DS002433,삼성전자,0193W0,LONG,3/5,10/20,10,235,179,56,7,29.79,-0.2474,-0.4830,16.75,-4.1683,4.6021,-464911,535089,-46.4911,-58.2607
KRX_CONTINUOUS_AFTERNOON,DS004555,삼성전자,0193L0,SHORT,5/20,20/30,NONE,150,81,69,4,38.00,-0.3820,-0.2953,24.20,-11.1756,5.9636,-465184,534816,-46.5184,-55.4987
KRX_CONTINUOUS_AFTERNOON,DS002599,SK하이닉스,0193T0,LONG,5/20,10/20,NONE,155,114,41,3,28.39,-0.3841,-0.6882,15.03,-5.6245,7.7929,-465555,534445,-46.5555,-46.8299
KRX_CONTINUOUS_AFTERNOON,DS002216,SK하이닉스,0193T0,LONG,3/30,5/20,5,122,97,25,2,29.51,-0.4904,-0.6897,13.80,-6.3377,6.0569,-465573,534427,-46.5573,-46.5573
KRX_CONTINUOUS_AFTERNOON,DS000516,삼성전자,0193W0,LONG,3/5,3/10,50,244,216,28,4,28.28,-0.2499,-0.3541,7.58,-2.8217,8.6366,-466024,533976,-46.6024,-49.5906
KRX_CONTINUOUS_AFTERNOON,DS001988,SK하이닉스,0197X0,SHORT,3/10,5/20,5,230,171,59,4,34.78,-0.2460,-0.5098,17.12,-7.5211,9.1102,-466925,533075,-46.6925,-46.8793
KRX_CONTINUOUS_AFTERNOON,DS004123,삼성전자,0193L0,SHORT,10/20,10/30,NONE,124,79,45,3,36.29,-0.4773,-0.4162,22.82,-13.6342,8.6326,-467021,532979,-46.7021,-51.1164
KRX_CONTINUOUS_AFTERNOON,DS002445,삼성전자,0193L0,SHORT,3/5,10/20,10,263,194,69,8,33.08,-0.2066,-0.3743,18.23,-10.8484,9.0934,-467256,532744,-46.7256,-48.8871
KRX_CONTINUOUS_AFTERNOON,DS000984,SK하이닉스,0197X0,SHORT,3/5,5/10,50,246,209,37,6,32.11,-0.2300,-0.3776,10.94,-7.1002,8.7711,-468619,531381,-46.8619,-52.2721
KRX_CONTINUOUS_AFTERNOON,DS002215,SK하이닉스,0193T0,LONG,3/30,5/20,NONE,140,110,30,3,28.57,-0.4310,-0.6051,14.06,-6.3377,6.0569,-469277,530723,-46.9277,-47.4149
KRX_CONTINUOUS_AFTERNOON,DS001591,SK하이닉스,0193T0,LONG,3/20,3/20,NONE,185,158,27,1,22.16,-0.3309,-0.6638,9.68,-4.4879,7.4596,-470212,529788,-47.0212,-47.5480
KRX_CONTINUOUS_AFTERNOON,DS003583,삼성전자,0193W0,LONG,5/20,5/30,NONE,156,110,46,3,29.49,-0.3804,-0.5824,17.36,-9.1593,7.6623,-471307,528693,-47.1307,-51.1353
KRX_CONTINUOUS_AFTERNOON,DS003081,SK하이닉스,0193T0,LONG,5/20,3/30,10,128,95,33,2,23.44,-0.4754,-0.7395,13.89,-6.9508,9.3323,-471475,528525,-47.1475,-48.5047
KRX_CONTINUOUS_AFTERNOON,DS000970,SK하이닉스,0193T0,LONG,3/5,5/10,20,211,178,33,4,33.65,-0.2792,-0.4326,11.25,-8.8940,6.1932,-471763,528237,-47.1763,-47.3578
KRX_CONTINUOUS_AFTERNOON,DS004700,삼성전자,0193L0,SHORT,5/30,20/30,5,109,62,47,4,31.19,-0.5569,-0.3285,21.58,-11.1756,4.9865,-471958,528042,-47.1958,-51.6000
KRX_CONTINUOUS_AFTERNOON,DS003440,삼성전자,0193W0,LONG,3/10,5/30,5,226,145,81,5,32.30,-0.2449,-0.4341,20.56,-9.4579,8.3877,-472232,527768,-47.2232,-57.9405
KRX_CONTINUOUS_AFTERNOON,DS000488,SK하이닉스,0193T0,LONG,3/5,3/10,5,229,195,34,4,32.75,-0.2634,-0.4305,9.13,-5.0542,6.2656,-473319,526681,-47.3319,-47.3319
KRX_CONTINUOUS_AFTERNOON,DS002035,SK하이닉스,0197X0,SHORT,5/10,5/20,NONE,248,192,56,4,33.87,-0.2351,-0.4724,16.59,-5.9925,9.1102,-473437,526563,-47.3437,-48.5817
KRX_CONTINUOUS_AFTERNOON,DS002480,삼성전자,0193W0,LONG,3/10,10/20,5,226,149,77,5,34.07,-0.2583,-0.3349,19.15,-9.4579,7.3377,-474183,525817,-47.4183,-54.7396
KRX_CONTINUOUS_AFTERNOON,DS002925,삼성전자,0193L0,SHORT,3/5,3/30,10,263,187,76,8,30.04,-0.2099,-0.4956,18.05,-10.8484,9.9642,-474223,525777,-47.4223,-47.4223
KRX_CONTINUOUS_AFTERNOON,DS002960,삼성전자,0193W0,LONG,3/10,3/30,5,226,155,71,5,32.74,-0.2555,-0.3893,17.92,-9.4579,7.3377,-474886,525114,-47.4886,-58.3057
KRX_CONTINUOUS_AFTERNOON,DS003886,삼성전자,0193L0,SHORT,3/5,10/30,20,257,177,80,8,28.79,-0.1833,-0.4572,21.38,-5.7603,10.5897,-475527,524473,-47.5527,-54.8413
KRX_CONTINUOUS_AFTERNOON,DS000535,SK하이닉스,0193T0,LONG,3/10,3/10,NONE,262,233,29,2,26.34,-0.2357,-0.5021,7.50,-4.6038,6.2656,-475922,524078,-47.5922,-47.5922
KRX_CONTINUOUS_AFTERNOON,DS000023,SK하이닉스,0197X0,SHORT,3/5,3/5,30,267,246,21,2,28.09,-0.2374,-0.3157,4.86,-3.1311,4.7622,-476948,523052,-47.6948,-48.3481
KRX_CONTINUOUS_AFTERNOON,DS000091,삼성전자,0193L0,SHORT,3/10,3/5,NONE,294,274,20,2,26.87,-0.2175,-0.2597,4.83,-3.4095,2.6709,-477535,522465,-47.7535,-48.5612
KRX_CONTINUOUS_AFTERNOON,DS002696,SK하이닉스,0193T0,LONG,3/30,10/20,5,122,86,36,3,32.79,-0.5066,-0.5579,16.55,-5.5756,7.7929,-478304,521696,-47.8304,-48.6166
KRX_CONTINUOUS_AFTERNOON,DS003548,삼성전자,0193L0,SHORT,3/20,5/30,5,148,100,48,4,31.08,-0.4226,-0.4384,20.17,-8.0618,5.0239,-478497,521503,-47.8497,-50.5237
KRX_CONTINUOUS_AFTERNOON,DS000571,삼성전자,0193L0,SHORT,3/10,3/10,NONE,294,265,29,2,30.27,-0.2161,-0.3933,7.99,-3.4095,6.1504,-479227,520773,-47.9227,-48.8268
KRX_CONTINUOUS_AFTERNOON,DS004352,삼성전자,0193W0,LONG,3/5,20/30,5,208,121,87,6,38.46,-0.2679,-0.3773,24.32,-9.6806,8.6366,-479303,520697,-47.9303,-49.9458
KRX_CONTINUOUS_AFTERNOON,DS002467,SK하이닉스,0197X0,SHORT,3/10,10/20,NONE,267,198,69,5,38.20,-0.2130,-0.3410,18.32,-8.2283,10.8453,-479421,520579,-47.9421,-50.2551
KRX_CONTINUOUS_AFTERNOON,DS003032,SK하이닉스,0193T0,LONG,3/20,3/30,5,163,127,36,3,23.31,-0.3746,-0.6527,14.04,-7.4899,8.9445,-479521,520479,-47.9521,-48.0545
KRX_CONTINUOUS_AFTERNOON,DS002937,SK하이닉스,0193T0,LONG,3/10,3/30,10,123,86,37,3,25.20,-0.5094,-0.6912,14.53,-4.8371,6.1932,-479650,520350,-47.9650,-52.9704
KRX_CONTINUOUS_AFTERNOON,DS000631,SK하이닉스,0193T0,LONG,3/20,3/10,NONE,185,166,19,3,24.86,-0.3418,-0.5725,7.76,-4.4879,6.2656,-480000,520000,-48.0000,-48.0411
KRX_CONTINUOUS_AFTERNOON,DS002947,SK하이닉스,0197X0,SHORT,3/10,3/30,NONE,267,191,76,5,38.20,-0.2151,-0.3360,19.01,-7.5211,10.3109,-482119,517881,-48.2119,-51.2394
KRX_CONTINUOUS_AFTERNOON,DS000619,삼성전자,0193L0,SHORT,5/10,3/10,NONE,273,242,31,4,31.14,-0.2323,-0.3297,8.85,-5.9883,5.9126,-483254,516746,-48.3254,-51.2382
KRX_CONTINUOUS_AFTERNOON,DS004340,SK하이닉스,0197X0,SHORT,3/5,20/30,5,257,152,105,7,46.30,-0.1847,-0.1352,24.23,-8.7524,9.8084,-483411,516589,-48.3411,-50.3609
KRX_CONTINUOUS_AFTERNOON,DS003079,SK하이닉스,0193T0,LONG,5/20,3/30,NONE,155,117,38,3,24.52,-0.3992,-0.6760,14.17,-6.9508,9.3323,-483511,516489,-48.3511,-49.2448
KRX_CONTINUOUS_AFTERNOON,DS004399,삼성전자,0193W0,LONG,3/10,20/30,NONE,296,173,123,7,38.85,-0.1830,-0.2482,23.19,-9.4579,8.3877,-483639,516361,-48.3639,-60.7848
KRX_CONTINUOUS_AFTERNOON,DS003907,SK하이닉스,0197X0,SHORT,3/10,10/30,NONE,267,165,102,7,40.82,-0.1900,-0.3065,24.03,-8.6443,10.7885,-484048,515952,-48.4048,-50.9803
KRX_CONTINUOUS_AFTERNOON,DS000140,삼성전자,0193L0,SHORT,5/10,3/5,5,247,230,17,2,28.34,-0.2641,-0.2662,4.95,-5.7292,2.8881,-485098,514902,-48.5098,-49.4379
KRX_CONTINUOUS_AFTERNOON,DS003370,SK하이닉스,0193T0,LONG,3/5,5/30,20,211,164,47,6,29.86,-0.2730,-0.6237,16.49,-8.2037,8.9530,-487273,512727,-48.7273,-53.1357
KRX_CONTINUOUS_AFTERNOON,DS001451,SK하이닉스,0193T0,LONG,3/5,3/20,30,204,166,38,6,29.90,-0.3050,-0.5397,14.25,-9.6270,7.1888,-487440,512560,-48.7440,-59.4204
KRX_CONTINUOUS_AFTERNOON,DS004353,삼성전자,0193W0,LONG,3/5,20/30,10,235,153,82,9,36.60,-0.2507,-0.3473,23.37,-5.7375,5.1364,-488157,511843,-48.8157,-58.6942
KRX_CONTINUOUS_AFTERNOON,DS003392,삼성전자,0193W0,LONG,3/5,5/30,5,208,131,77,6,32.69,-0.2765,-0.4164,21.28,-9.6806,8.6366,-488805,511195,-48.8805,-52.6497
KRX_CONTINUOUS_AFTERNOON,DS004136,SK하이닉스,0193T0,LONG,3/30,10/30,5,122,75,47,3,30.33,-0.5121,-0.5579,20.06,-6.3377,9.3323,-488853,511147,-48.8853,-49.1059
KRX_CONTINUOUS_AFTERNOON,DS004653,삼성전자,0193L0,SHORT,3/30,20/30,10,94,47,47,3,32.98,-0.6862,-0.3751,21.73,-11.1756,3.0450,-489731,510269,-48.9731,-50.9493
KRX_CONTINUOUS_AFTERNOON,DS000055,SK하이닉스,0193T0,LONG,3/10,3/5,NONE,262,243,19,2,29.39,-0.2500,-0.3861,4.80,-4.6038,6.2247,-490113,509887,-49.0113,-49.0330
KRX_CONTINUOUS_AFTERNOON,DS004171,삼성전자,0193L0,SHORT,3/30,10/30,NONE,133,84,49,3,32.33,-0.4714,-0.4572,20.98,-17.9700,5.0239,-490238,509762,-49.0238,-54.5047
KRX_CONTINUOUS_AFTERNOON,DS003560,SK하이닉스,0193T0,LONG,5/20,5/30,5,152,111,41,4,25.66,-0.4144,-0.7392,16.58,-6.9508,9.3323,-490507,509493,-49.0507,-49.3739
KRX_CONTINUOUS_AFTERNOON,DS003427,SK하이닉스,0197X0,SHORT,3/10,5/30,NONE,267,183,84,5,39.70,-0.2175,-0.3819,21.23,-7.5211,10.7183,-490849,509151,-49.0849,-49.4487
KRX_CONTINUOUS_AFTERNOON,DS004367,삼성전자,0193L0,SHORT,3/5,20/30,30,268,167,101,10,34.33,-0.2079,-0.3216,20.72,-4.1880,8.5942,-491879,508121,-49.1879,-61.0515
KRX_CONTINUOUS_AFTERNOON,DS002072,SK하이닉스,0193T0,LONG,3/20,5/20,5,163,132,31,2,28.22,-0.3906,-0.7224,13.42,-6.3377,6.1932,-493062,506938,-49.3062,-50.8207
KRX_CONTINUOUS_AFTERNOON,DS001987,SK하이닉스,0197X0,SHORT,3/10,5/20,NONE,267,202,65,5,35.21,-0.2294,-0.4924,17.05,-7.5211,9.1102,-493189,506811,-49.3189,-50.1279
KRX_CONTINUOUS_AFTERNOON,DS002936,SK하이닉스,0193T0,LONG,3/10,3/30,5,227,161,66,4,29.52,-0.2661,-0.5615,16.26,-5.5602,9.8535,-494189,505811,-49.4189,-53.6490
KRX_CONTINUOUS_AFTERNOON,DS000968,SK하이닉스,0193T0,LONG,3/5,5/10,5,229,190,39,4,33.62,-0.2784,-0.4309,10.01,-5.0542,6.2247,-494193,505807,-49.4193,-49.4193
KRX_CONTINUOUS_AFTERNOON,DS000503,SK하이닉스,0197X0,SHORT,3/5,3/10,30,267,234,33,5,29.21,-0.2376,-0.3804,9.57,-4.1366,8.0483,-494526,505474,-49.4526,-54.5296
KRX_CONTINUOUS_AFTERNOON,DS003103,삼성전자,0193W0,LONG,5/20,3/30,NONE,156,117,39,3,28.85,-0.4138,-0.5803,14.85,-9.1593,6.2870,-494838,505162,-49.4838,-53.4654
KRX_CONTINUOUS_AFTERNOON,DS001967,삼성전자,0193L0,SHORT,3/5,5/20,30,268,201,67,6,28.36,-0.2236,-0.4290,16.34,-6.2962,9.1158,-495266,504734,-49.5266,-58.3347
KRX_CONTINUOUS_AFTERNOON,DS001496,SK하이닉스,0193T0,LONG,3/10,3/20,5,227,177,50,4,27.31,-0.2826,-0.5630,12.92,-5.5602,8.1426,-495530,504470,-49.5530,-52.5298
KRX_CONTINUOUS_AFTERNOON,DS000504,SK하이닉스,0197X0,SHORT,3/5,3/10,50,246,216,30,4,29.27,-0.2573,-0.4225,9.98,-6.7110,8.0483,-495604,504396,-49.5604,-51.9794
KRX_CONTINUOUS_AFTERNOON,DS004064,삼성전자,0193W0,LONG,5/20,10/30,5,151,90,61,4,29.80,-0.4192,-0.4668,21.87,-7.4193,7.6623,-496770,503230,-49.6770,-53.6579
KRX_CONTINUOUS_AFTERNOON,DS004495,삼성전자,0193W0,LONG,3/20,20/30,NONE,195,117,78,6,35.38,-0.3118,-0.3431,21.72,-9.7361,7.6623,-497264,502736,-49.7264,-54.1162
KRX_CONTINUOUS_AFTERNOON,DS004017,삼성전자,0193W0,LONG,3/20,10/30,10,141,82,59,5,28.37,-0.4515,-0.4863,23.36,-9.7361,7.6623,-497394,502606,-49.7394,-51.5929
KRX_CONTINUOUS_AFTERNOON,DS001111,SK하이닉스,0193T0,LONG,3/20,5/10,NONE,185,163,22,3,28.65,-0.3557,-0.5318,9.43,-5.3761,6.1932,-498396,501604,-49.8396,-49.8955
KRX_CONTINUOUS_AFTERNOON,DS002891,SK하이닉스,0193T0,LONG,3/5,3/30,30,204,159,45,6,29.90,-0.3117,-0.5444,15.17,-9.6270,7.5869,-498483,501517,-49.8483,-55.7863
KRX_CONTINUOUS_AFTERNOON,DS004435,SK하이닉스,0197X0,SHORT,5/10,20/30,NONE,248,152,96,5,41.53,-0.2286,-0.2473,22.98,-7.3660,10.3109,-499616,500384,-49.9616,-55.2843
KRX_CONTINUOUS_AFTERNOON,DS001543,SK하이닉스,0193T0,LONG,5/10,3/20,NONE,244,191,53,3,27.46,-0.2684,-0.4827,13.16,-5.8087,8.5670,-500456,499544,-50.0456,-55.9736
KRX_CONTINUOUS_AFTERNOON,DS001487,삼성전자,0193L0,SHORT,3/5,3/20,30,268,217,51,6,30.22,-0.2318,-0.4166,14.13,-6.1447,8.3427,-500585,499415,-50.0585,-55.6824
KRX_CONTINUOUS_AFTERNOON,DS002912,삼성전자,0193W0,LONG,3/5,3/30,5,208,141,67,6,33.17,-0.2953,-0.4294,19.24,-9.6806,8.6366,-501329,498671,-50.1329,-53.9017
KRX_CONTINUOUS_AFTERNOON,DS003439,삼성전자,0193W0,LONG,3/10,5/30,NONE,296,190,106,7,32.09,-0.1956,-0.4216,20.36,-9.4579,8.5565,-501423,498577,-50.1423,-63.6157
KRX_CONTINUOUS_AFTERNOON,DS000995,삼성전자,0193W0,LONG,3/5,5/10,30,235,210,25,6,28.09,-0.2887,-0.3215,10.02,-3.3667,3.6276,-501536,498464,-50.1536,-50.7621
KRX_CONTINUOUS_AFTERNOON,DS003417,SK하이닉스,0193T0,LONG,3/10,5/30,10,123,81,42,3,27.64,-0.5436,-0.7094,16.25,-4.8371,5.3247,-501835,498165,-50.1835,-55.3087
KRX_CONTINUOUS_AFTERNOON,DS002552,SK하이닉스,0193T0,LONG,3/20,10/20,5,163,121,42,3,27.61,-0.4002,-0.6568,15.92,-5.6824,7.4106,-502554,497446,-50.2554,-50.8193
KRX_CONTINUOUS_AFTERNOON,DS003535,삼성전자,0193W0,LONG,3/20,5/30,NONE,195,137,58,4,28.72,-0.3270,-0.4686,18.05,-9.7361,7.6623,-503334,496666,-50.3334,-55.3302
KRX_CONTINUOUS_AFTERNOON,DS004652,삼성전자,0193L0,SHORT,3/30,20/30,5,110,61,49,3,35.45,-0.6104,-0.3920,20.94,-11.1756,5.0239,-503611,496389,-50.3611,-53.4511
KRX_CONTINUOUS_AFTERNOON,DS001099,삼성전자,0193L0,SHORT,5/10,5/10,NONE,273,244,29,3,30.77,-0.2481,-0.3315,8.71,-8.0618,6.4258,-504104,495896,-50.4104,-50.8698
KRX_CONTINUOUS_AFTERNOON,DS000969,SK하이닉스,0193T0,LONG,3/5,5/10,10,220,188,32,4,33.18,-0.3024,-0.5001,10.40,-5.0542,6.1932,-506366,493634,-50.6366,-52.2270
KRX_CONTINUOUS_AFTERNOON,DS004027,삼성전자,0193L0,SHORT,3/20,10/30,NONE,185,111,74,5,35.14,-0.3407,-0.3544,24.43,-18.6449,8.6326,-506449,493551,-50.6449,-57.9724
KRX_CONTINUOUS_AFTERNOON,DS002025,SK하이닉스,0193T0,LONG,5/10,5/20,10,116,91,25,2,24.14,-0.5976,-0.7674,12.22,-5.3761,5.4794,-506817,493183,-50.6817,-54.3823
KRX_CONTINUOUS_AFTERNOON,DS004617,SK하이닉스,0193T0,LONG,3/30,20/30,10,107,58,49,4,28.04,-0.6118,-0.6720,20.70,-7.4859,9.3323,-508388,491612,-50.8388,-51.6902
KRX_CONTINUOUS_AFTERNOON,DS001976,SK하이닉스,0193T0,LONG,3/10,5/20,5,227,169,58,4,30.40,-0.2855,-0.5204,15.28,-5.5756,6.7310,-508775,491225,-50.8775,-53.6334
KRX_CONTINUOUS_AFTERNOON,DS001039,삼성전자,0193W0,LONG,3/10,5/10,NONE,296,261,35,3,27.36,-0.2318,-0.3891,9.07,-3.3298,7.3377,-509391,490609,-50.9391,-52.2128
KRX_CONTINUOUS_AFTERNOON,DS000996,삼성전자,0193W0,LONG,3/5,5/10,50,244,214,30,6,28.28,-0.2844,-0.3397,9.39,-3.3667,8.6366,-510531,489469,-51.0531,-53.1824
KRX_CONTINUOUS_AFTERNOON,DS003561,SK하이닉스,0193T0,LONG,5/20,5/30,10,128,91,37,3,23.44,-0.5348,-0.7509,16.20,-6.9508,9.3323,-512486,487514,-51.2486,-52.3721
KRX_CONTINUOUS_AFTERNOON,DS002432,삼성전자,0193W0,LONG,3/5,10/20,5,208,147,61,6,33.17,-0.3292,-0.4203,17.71,-9.6806,8.6366,-513622,486378,-51.3622,-53.7369
KRX_CONTINUOUS_AFTERNOON,DS003371,SK하이닉스,0193T0,LONG,3/5,5/30,30,204,153,51,6,29.90,-0.3195,-0.5459,16.98,-9.6270,8.9530,-514409,485591,-51.4409,-59.2621
KRX_CONTINUOUS_AFTERNOON,DS001488,삼성전자,0193L0,SHORT,3/5,3/20,50,270,216,54,8,30.37,-0.2383,-0.4221,14.88,-6.1447,8.3427,-515371,484629,-51.5371,-58.6160
KRX_CONTINUOUS_AFTERNOON,DS004087,SK하이닉스,0193T0,LONG,10/20,10/30,NONE,135,77,58,4,31.85,-0.4996,-0.7123,19.70,-8.4049,8.8159,-515955,484045,-51.5955,-53.2224
KRX_CONTINUOUS_AFTERNOON,DS002959,삼성전자,0193W0,LONG,3/10,3/30,NONE,296,204,92,7,31.42,-0.2144,-0.3792,17.97,-9.4579,7.3377,-516318,483682,-51.6318,-64.8078
KRX_CONTINUOUS_AFTERNOON,DS001004,삼성전자,0193L0,SHORT,3/5,5/10,5,231,204,27,3,30.74,-0.3018,-0.3729,9.90,-7.1096,5.4506,-516364,483636,-51.6364,-52.1357
KRX_CONTINUOUS_AFTERNOON,DS004377,SK하이닉스,0193T0,LONG,3/10,20/30,10,123,70,53,3,34.96,-0.5577,-0.7094,19.18,-5.6988,6.7841,-516859,483141,-51.6859,-53.9146
KRX_CONTINUOUS_AFTERNOON,DS004388,SK하이닉스,0197X0,SHORT,3/10,20/30,5,230,142,88,5,45.22,-0.2604,-0.2000,22.46,-9.0186,10.3109,-517721,482279,-51.7721,-55.2400
KRX_CONTINUOUS_AFTERNOON,DS004368,삼성전자,0193L0,SHORT,3/5,20/30,50,270,167,103,9,34.07,-0.2224,-0.3197,21.09,-5.3173,8.5942,-518610,481390,-51.8610,-66.0601
KRX_CONTINUOUS_AFTERNOON,DS001968,삼성전자,0193L0,SHORT,3/5,5/20,50,270,199,71,8,29.63,-0.2351,-0.4329,17.37,-6.2962,9.1158,-518747,481253,-51.8747,-63.0009
KRX_CONTINUOUS_AFTERNOON,DS003055,삼성전자,0193W0,LONG,3/20,3/30,NONE,195,147,48,4,27.18,-0.3500,-0.5145,15.42,-9.7361,6.2870,-520193,479807,-52.0193,-56.8610
KRX_CONTINUOUS_AFTERNOON,DS002575,삼성전자,0193W0,LONG,3/20,10/20,NONE,195,138,57,5,28.21,-0.3544,-0.3853,16.15,-9.7361,6.5831,-520217,479783,-52.0217,-53.6460
KRX_CONTINUOUS_AFTERNOON,DS003559,SK하이닉스,0193T0,LONG,5/20,5/30,NONE,155,113,42,4,25.16,-0.4446,-0.7356,16.55,-6.9508,9.3323,-521451,478549,-52.1451,-52.4487
KRX_CONTINUOUS_AFTERNOON,DS002024,SK하이닉스,0193T0,LONG,5/10,5/20,5,225,171,54,3,29.78,-0.3092,-0.5057,14.07,-5.5602,7.2251,-521605,478395,-52.1605,-56.2659
KRX_CONTINUOUS_AFTERNOON,DS004509,삼성전자,0193L0,SHORT,3/20,20/30,10,125,63,62,4,35.20,-0.5584,-0.3726,23.58,-11.9063,6.0829,-522863,477137,-52.2863,-53.8493
KRX_CONTINUOUS_AFTERNOON,DS004447,삼성전자,0193W0,LONG,5/10,20/30,NONE,274,153,121,6,39.05,-0.2311,-0.2746,22.92,-10.2325,8.3877,-524352,475648,-52.4352,-59.7751
KRX_CONTINUOUS_AFTERNOON,DS003513,SK하이닉스,0193T0,LONG,3/20,5/30,10,134,94,40,3,25.37,-0.5218,-0.7144,17.10,-7.4899,8.9445,-524566,475434,-52.4566,-52.9278
KRX_CONTINUOUS_AFTERNOON,DS004016,삼성전자,0193W0,LONG,3/20,10/30,5,156,87,69,5,32.05,-0.4346,-0.4590,24.34,-9.7361,7.6623,-524935,475065,-52.4935,-55.8554
KRX_CONTINUOUS_AFTERNOON,DS003850,SK하이닉스,0193T0,LONG,3/5,10/30,20,211,151,60,6,31.28,-0.3102,-0.5125,18.00,-7.9425,8.6115,-525238,474762,-52.5238,-55.1358
KRX_CONTINUOUS_AFTERNOON,DS003405,삼성전자,0193L0,SHORT,3/5,5/30,10,263,183,80,8,30.80,-0.2439,-0.3905,20.27,-10.8484,9.7296,-525923,474077,-52.5923,-53.1227
KRX_CONTINUOUS_AFTERNOON,DS003512,SK하이닉스,0193T0,LONG,3/20,5/30,5,163,119,44,3,26.38,-0.4268,-0.6424,17.21,-7.4899,8.9445,-527053,472947,-52.7053,-53.0013
KRX_CONTINUOUS_AFTERNOON,DS001940,SK하이닉스,0197X0,SHORT,3/5,5/20,5,257,196,61,7,35.80,-0.2418,-0.5129,17.41,-7.4428,9.0640,-527826,472174,-52.7826,-55.3434
KRX_CONTINUOUS_AFTERNOON,DS004651,삼성전자,0193L0,SHORT,3/30,20/30,NONE,133,76,57,3,33.83,-0.5388,-0.3777,20.41,-11.1756,5.0239,-528363,471637,-52.8363,-58.0413
KRX_CONTINUOUS_AFTERNOON,DS001448,SK하이닉스,0193T0,LONG,3/5,3/20,5,229,177,52,5,31.88,-0.2948,-0.5300,13.80,-9.2100,8.1426,-529376,470624,-52.9376,-57.4445
KRX_CONTINUOUS_AFTERNOON,DS000513,삼성전자,0193W0,LONG,3/5,3/10,10,235,217,18,4,23.83,-0.3162,-0.4081,7.36,-2.8217,3.6141,-530941,469059,-53.0941,-55.4717
KRX_CONTINUOUS_AFTERNOON,DS000139,삼성전자,0193L0,SHORT,5/10,3/5,NONE,273,253,20,2,28.94,-0.2748,-0.2604,5.17,-5.7292,2.8881,-533986,466014,-53.3986,-53.9475
