계산방식,전략id,신호종목,실행상품코드,방향,진입ma,청산ma,추세ma,거래수,정상청산수,마감1519청산수,최대동시open,승률_pct,평균순수익률_pct,중앙순수익률_pct,평균보유분,최악거래_pct,최고거래_pct,누적복리손익,최종복리자본,누적복리수익률_pct,mdd_pct
KRX_CONTINUOUS_AFTERNOON,DS004054,SK하이닉스,0197X0,SHORT,5/20,10/30,20,83,48,35,6,42.17,0.3269,-0.2000,22.47,-3.9998,10.7885,243963,1243963,24.3963,-14.0573
KRX_CONTINUOUS_AFTERNOON,DS004007,SK하이닉스,0197X0,SHORT,3/20,10/30,30,106,63,43,7,39.62,0.2262,-0.2191,19.15,-3.2091,10.7885,200853,1200853,20.0853,-14.9716
KRX_CONTINUOUS_AFTERNOON,DS001020,SK하이닉스,0193T0,LONG,3/10,5/10,50,113,94,19,2,42.48,0.1751,-0.2000,10.64,-4.2532,6.1932,197814,1197814,19.7814,-8.4121
KRX_CONTINUOUS_AFTERNOON,DS002711,SK하이닉스,0197X0,SHORT,3/30,10/20,30,79,55,24,3,40.51,0.2306,-0.2000,16.86,-4.7013,10.8453,173226,1173226,17.3226,-16.9012
KRX_CONTINUOUS_AFTERNOON,DS004151,SK하이닉스,0197X0,SHORT,3/30,10/30,30,79,48,31,3,40.51,0.2435,-0.2000,19.68,-4.7426,10.7885,167085,1167085,16.7085,-13.4615
KRX_CONTINUOUS_AFTERNOON,DS004198,SK하이닉스,0197X0,SHORT,5/30,10/30,20,81,51,30,3,45.68,0.2362,-0.1307,23.49,-4.7426,10.5067,162341,1162341,16.2341,-11.4358
KRX_CONTINUOUS_AFTERNOON,DS001404,SK하이닉스,0193T0,LONG,20/30,5/10,50,42,36,6,2,50.00,0.3638,-0.0406,12.98,-3.2643,6.2189,154959,1154959,15.4959,-8.4599
KRX_CONTINUOUS_AFTERNOON,DS001883,SK하이닉스,0193T0,LONG,20/30,3/20,30,43,36,7,2,41.86,0.3513,-0.4104,16.98,-2.2919,8.1426,145782,1145782,14.5782,-11.9341
KRX_CONTINUOUS_AFTERNOON,DS000540,SK하이닉스,0193T0,LONG,3/10,3/10,50,113,97,16,1,36.28,0.1295,-0.3238,8.55,-3.4750,6.2656,141452,1141452,14.1452,-9.5663
KRX_CONTINUOUS_AFTERNOON,DS001068,SK하이닉스,0193T0,LONG,5/10,5/10,50,103,87,16,2,42.72,0.1293,-0.1654,9.25,-3.0237,5.6894,129045,1129045,12.9045,-7.3958
KRX_CONTINUOUS_AFTERNOON,DS000588,SK하이닉스,0193T0,LONG,5/10,3/10,50,103,86,17,2,38.83,0.1278,-0.2366,9.06,-3.7958,5.6894,125300,1125300,12.5300,-9.5273
KRX_CONTINUOUS_AFTERNOON,DS004006,SK하이닉스,0197X0,SHORT,3/20,10/30,20,106,66,40,8,39.62,0.1703,-0.2418,20.60,-3.7884,10.7885,124212,1124212,12.4212,-15.6158
KRX_CONTINUOUS_AFTERNOON,DS002639,삼성전자,0193L0,SHORT,5/20,10/20,30,71,51,20,3,38.03,0.1783,-0.2000,17.75,-2.9988,8.5505,118625,1118625,11.8625,-10.2747
KRX_CONTINUOUS_AFTERNOON,DS001881,SK하이닉스,0193T0,LONG,20/30,3/20,10,59,49,10,2,37.29,0.2153,-0.4105,14.78,-2.2919,8.1426,117154,1117154,11.7154,-14.2389
KRX_CONTINUOUS_AFTERNOON,DS001316,SK하이닉스,0197X0,SHORT,5/30,5/10,5,114,96,18,2,40.35,0.1074,-0.2000,10.26,-3.9745,8.2638,115076,1115076,11.5076,-8.7041
KRX_CONTINUOUS_AFTERNOON,DS004032,삼성전자,0193L0,SHORT,3/20,10/30,50,92,56,36,4,36.96,0.1453,-0.2652,24.37,-3.5708,8.6326,112315,1112315,11.2315,-12.4709
KRX_CONTINUOUS_AFTERNOON,DS001315,SK하이닉스,0197X0,SHORT,5/30,5/10,NONE,115,97,18,2,40.00,0.1035,-0.2000,10.33,-3.9745,8.2638,111208,1111208,11.1208,-8.7041
KRX_CONTINUOUS_AFTERNOON,DS001401,SK하이닉스,0193T0,LONG,20/30,5/10,10,59,53,6,2,44.07,0.1950,-0.3150,10.64,-3.1646,6.2189,109703,1109703,10.9703,-8.0183
KRX_CONTINUOUS_AFTERNOON,DS001271,SK하이닉스,0197X0,SHORT,3/30,5/10,30,79,63,16,3,37.97,0.1422,-0.2000,11.38,-3.1659,8.2638,102062,1102062,10.2062,-15.9639
KRX_CONTINUOUS_AFTERNOON,DS004080,삼성전자,0193L0,SHORT,5/20,10/30,50,79,46,33,4,40.51,0.1351,-0.3185,22.47,-2.9988,8.0919,92536,1092536,9.2536,-9.0572
KRX_CONTINUOUS_AFTERNOON,DS004199,SK하이닉스,0197X0,SHORT,5/30,10/30,30,55,31,24,3,41.82,0.2099,-0.2000,19.76,-4.7426,10.5067,91859,1091859,9.1859,-11.3635
KRX_CONTINUOUS_AFTERNOON,DS004195,SK하이닉스,0197X0,SHORT,5/30,10/30,NONE,115,72,43,3,40.87,0.1181,-0.2000,21.83,-4.7426,10.5067,90914,1090914,9.0914,-14.7011
KRX_CONTINUOUS_AFTERNOON,DS003323,SK하이닉스,0193T0,LONG,20/30,3/30,30,43,31,12,2,37.21,0.2323,-0.5098,19.37,-2.5614,6.7310,89938,1089938,8.9938,-11.6764
KRX_CONTINUOUS_AFTERNOON,DS001884,SK하이닉스,0193T0,LONG,20/30,3/20,50,42,31,11,2,42.86,0.2234,-0.1834,16.19,-3.2643,6.6292,89349,1089349,8.9349,-13.2167
KRX_CONTINUOUS_AFTERNOON,DS002640,삼성전자,0193L0,SHORT,5/20,10/20,50,79,57,22,4,34.18,0.1272,-0.2458,17.96,-2.9988,8.5505,86497,1086497,8.6497,-8.5295
KRX_CONTINUOUS_AFTERNOON,DS002363,SK하이닉스,0193T0,LONG,20/30,5/20,30,43,35,8,2,44.19,0.2156,-0.3720,17.23,-2.2919,6.7310,85054,1085054,8.5054,-11.9556
KRX_CONTINUOUS_AFTERNOON,DS001317,SK하이닉스,0197X0,SHORT,5/30,5/10,10,87,72,15,1,43.68,0.1042,-0.2000,10.40,-3.9745,4.4312,84702,1084702,8.4702,-8.8925
KRX_CONTINUOUS_AFTERNOON,DS000924,SK하이닉스,0193T0,LONG,20/30,3/10,50,42,36,6,2,50.00,0.2001,-0.0609,11.00,-3.2643,6.2913,81471,1081471,8.1471,-9.0661
KRX_CONTINUOUS_AFTERNOON,DS002361,SK하이닉스,0193T0,LONG,20/30,5/20,10,59,48,11,2,44.07,0.1521,-0.3053,15.85,-2.8800,6.7310,79677,1079677,7.9677,-11.8162
KRX_CONTINUOUS_AFTERNOON,DS002364,SK하이닉스,0193T0,LONG,20/30,5/20,50,42,32,10,2,50.00,0.1918,-0.0663,17.71,-3.2643,6.2189,75820,1075820,7.5820,-13.6367
KRX_CONTINUOUS_AFTERNOON,DS003072,삼성전자,0193L0,SHORT,3/20,3/30,50,92,70,22,3,38.04,0.0931,-0.3500,17.52,-2.7333,8.0181,75138,1075138,7.5138,-7.9941
KRX_CONTINUOUS_AFTERNOON,DS004690,삼성전자,0193W0,LONG,5/30,20/30,20,75,51,24,3,40.00,0.1121,-0.2453,19.88,-4.6723,7.3307,73275,1073275,7.3275,-12.6959
KRX_CONTINUOUS_AFTERNOON,DS002543,삼성전자,0193L0,SHORT,5/10,10/20,30,137,97,40,5,37.23,0.0987,-0.2582,18.79,-4.4586,9.0934,72736,1072736,7.2736,-20.3529
KRX_CONTINUOUS_AFTERNOON,DS003804,SK하이닉스,0193T0,LONG,20/30,5/30,50,42,28,14,2,45.24,0.1859,-0.1007,20.26,-3.2643,6.2442,70528,1070528,7.0528,-13.8342
KRX_CONTINUOUS_AFTERNOON,DS000921,SK하이닉스,0193T0,LONG,20/30,3/10,10,59,53,6,2,42.37,0.1264,-0.3302,9.51,-1.8902,6.2913,70389,1070389,7.0389,-10.4676
KRX_CONTINUOUS_AFTERNOON,DS003600,삼성전자,0193L0,SHORT,5/20,5/30,50,79,54,25,2,40.51,0.0996,-0.3188,18.32,-2.8689,7.2513,68739,1068739,6.8739,-9.3625
KRX_CONTINUOUS_AFTERNOON,DS003120,삼성전자,0193L0,SHORT,5/20,3/30,50,79,58,21,2,35.44,0.0964,-0.3297,16.91,-2.4157,7.4806,67336,1067336,6.7336,-7.6060
KRX_CONTINUOUS_AFTERNOON,DS003803,SK하이닉스,0193T0,LONG,20/30,5/30,30,43,30,13,2,37.21,0.1893,-0.5724,20.09,-3.1880,7.9681,67204,1067204,6.7204,-13.1036
KRX_CONTINUOUS_AFTERNOON,DS003552,삼성전자,0193L0,SHORT,3/20,5/30,50,92,66,26,3,38.04,0.0859,-0.3292,20.00,-3.5708,7.7877,65843,1065843,6.5843,-11.3210
KRX_CONTINUOUS_AFTERNOON,DS002592,삼성전자,0193L0,SHORT,3/20,10/20,50,92,68,24,4,38.04,0.0900,-0.2215,18.64,-3.5708,9.0934,63570,1063570,6.3570,-13.5736
KRX_CONTINUOUS_AFTERNOON,DS001835,SK하이닉스,0193T0,LONG,10/30,3/20,30,44,34,10,1,40.91,0.1631,-0.4081,15.98,-3.7543,8.0396,62822,1062822,6.2822,-16.5801
KRX_CONTINUOUS_AFTERNOON,DS002843,SK하이닉스,0193T0,LONG,20/30,10/20,30,43,32,11,2,41.86,0.1730,-0.4027,18.65,-3.1880,7.9681,62069,1062069,6.2069,-11.8050
KRX_CONTINUOUS_AFTERNOON,DS004055,SK하이닉스,0197X0,SHORT,5/20,10/30,30,84,50,34,4,36.90,0.1199,-0.2000,19.92,-3.9745,10.7885,61996,1061996,6.1996,-12.0573
KRX_CONTINUOUS_AFTERNOON,DS001319,SK하이닉스,0197X0,SHORT,5/30,5/10,30,55,42,13,2,34.55,0.1139,-0.2000,9.96,-3.9745,8.2638,55273,1055273,5.5273,-13.2736
KRX_CONTINUOUS_AFTERNOON,DS001500,SK하이닉스,0193T0,LONG,3/10,3/20,50,113,81,32,3,38.05,0.0590,-0.2942,15.67,-3.4817,6.6034,52440,1052440,5.2440,-14.1219
KRX_CONTINUOUS_AFTERNOON,DS003324,SK하이닉스,0193T0,LONG,20/30,3/30,50,42,27,15,2,40.48,0.1392,-0.1834,18.98,-3.2643,6.2442,50472,1050472,5.0472,-13.8370
KRX_CONTINUOUS_AFTERNOON,DS004196,SK하이닉스,0197X0,SHORT,5/30,10/30,5,114,72,42,3,40.35,0.0789,-0.2000,21.39,-4.7426,10.5067,46758,1046758,4.6758,-14.7011
KRX_CONTINUOUS_AFTERNOON,DS000923,SK하이닉스,0193T0,LONG,20/30,3/10,30,43,39,4,2,37.21,0.1172,-0.4182,10.19,-1.8902,6.2913,46261,1046261,4.6261,-9.5378
KRX_CONTINUOUS_AFTERNOON,DS002708,SK하이닉스,0197X0,SHORT,3/30,10/20,5,122,86,36,3,41.80,0.0624,-0.2341,18.20,-4.7013,10.8453,45128,1045128,4.5128,-17.3953
KRX_CONTINUOUS_AFTERNOON,DS003800,SK하이닉스,0193T0,LONG,20/30,5/30,5,54,36,18,2,38.89,0.1258,-0.3511,19.98,-8.2037,7.9681,44667,1044667,4.4667,-9.8960
KRX_CONTINUOUS_AFTERNOON,DS001268,SK하이닉스,0197X0,SHORT,3/30,5/10,5,122,101,21,2,40.98,0.0477,-0.1559,10.52,-3.1659,8.2638,43888,1043888,4.3888,-11.8639
KRX_CONTINUOUS_AFTERNOON,DS003801,SK하이닉스,0193T0,LONG,20/30,5/30,10,59,42,17,2,37.29,0.1037,-0.4380,19.19,-3.1880,7.9681,43290,1043290,4.3290,-15.4486
KRX_CONTINUOUS_AFTERNOON,DS001403,SK하이닉스,0193T0,LONG,20/30,5/10,30,43,39,4,2,41.86,0.1126,-0.3340,11.37,-3.1646,6.2189,42577,1042577,4.2577,-10.8274
KRX_CONTINUOUS_AFTERNOON,DS002241,삼성전자,0193W0,LONG,3/30,5/20,10,104,83,21,2,33.65,0.0556,-0.4382,15.32,-2.2517,6.2870,40948,1040948,4.0948,-13.4110
KRX_CONTINUOUS_AFTERNOON,DS003321,SK하이닉스,0193T0,LONG,20/30,3/30,10,59,43,16,2,33.90,0.0922,-0.5460,17.66,-2.7223,6.7310,39495,1039495,3.9495,-15.1076
KRX_CONTINUOUS_AFTERNOON,DS002290,삼성전자,0193W0,LONG,5/30,5/20,20,75,59,16,2,30.67,0.0638,-0.3498,15.79,-2.0902,6.2870,37511,1037511,3.7511,-10.5380
KRX_CONTINUOUS_AFTERNOON,DS002616,SK하이닉스,0197X0,SHORT,5/20,10/20,50,93,68,25,3,41.94,0.0576,-0.2000,14.62,-3.6804,10.4239,37383,1037383,3.7383,-14.4355
KRX_CONTINUOUS_AFTERNOON,DS002243,삼성전자,0193W0,LONG,3/30,5/20,30,63,43,20,3,38.10,0.0772,-0.4649,15.78,-2.2517,6.2870,36841,1036841,3.6841,-11.3677
KRX_CONTINUOUS_AFTERNOON,DS003119,삼성전자,0193L0,SHORT,5/20,3/30,30,71,53,18,2,35.21,0.0629,-0.3372,16.06,-2.4157,7.4806,36501,1036501,3.6501,-8.4473
KRX_CONTINUOUS_AFTERNOON,DS004784,삼성전자,0193W0,LONG,20/30,20/30,5,47,29,18,1,29.79,0.0949,-0.3881,23.21,-3.6738,5.5431,36238,1036238,3.6238,-12.7620
KRX_CONTINUOUS_AFTERNOON,DS004079,삼성전자,0193L0,SHORT,5/20,10/30,30,71,44,27,3,40.85,0.0703,-0.3972,21.77,-2.9988,8.0919,35457,1035457,3.5457,-12.5630
KRX_CONTINUOUS_AFTERNOON,DS004148,SK하이닉스,0197X0,SHORT,3/30,10/30,5,122,77,45,4,41.80,0.0701,-0.2000,22.25,-4.7426,10.7885,34446,1034446,3.4446,-18.9209
KRX_CONTINUOUS_AFTERNOON,DS001642,SK하이닉스,0193T0,LONG,5/20,3/20,20,70,56,14,2,32.86,0.0602,-0.4787,12.94,-2.9970,5.8867,32560,1032560,3.2560,-12.2835
KRX_CONTINUOUS_AFTERNOON,DS002712,SK하이닉스,0197X0,SHORT,3/30,10/20,50,79,54,25,3,35.44,0.0659,-0.2411,14.30,-4.7013,10.8453,31833,1031833,3.1833,-18.5049
KRX_CONTINUOUS_AFTERNOON,DS004283,SK하이닉스,0193T0,LONG,20/30,10/30,30,43,29,14,2,32.56,0.0990,-0.6231,21.58,-2.6406,6.6041,30855,1030855,3.0855,-11.7690
KRX_CONTINUOUS_AFTERNOON,DS003320,SK하이닉스,0193T0,LONG,20/30,3/30,5,54,36,18,2,35.19,0.0939,-0.3922,18.50,-8.2037,6.7310,30152,1030152,3.0152,-9.9359
KRX_CONTINUOUS_AFTERNOON,DS004150,SK하이닉스,0197X0,SHORT,3/30,10/30,20,99,63,36,3,38.38,0.0701,-0.2519,20.71,-4.7426,10.7885,27942,1027942,2.7942,-13.7128
KRX_CONTINUOUS_AFTERNOON,DS001116,SK하이닉스,0193T0,LONG,3/20,5/10,50,68,60,8,3,39.71,0.0546,-0.2936,11.00,-3.2538,6.1932,27706,1027706,2.7706,-9.0514
KRX_CONTINUOUS_AFTERNOON,DS003275,SK하이닉스,0193T0,LONG,10/30,3/30,30,44,30,14,2,40.91,0.0871,-0.4422,18.43,-3.7543,6.6293,27078,1027078,2.7078,-18.7766
KRX_CONTINUOUS_AFTERNOON,DS002880,삼성전자,0193L0,SHORT,20/30,10/20,50,39,29,10,2,30.77,0.0826,-0.3962,18.26,-1.8022,6.8327,26411,1026411,2.6411,-4.9330
KRX_CONTINUOUS_AFTERNOON,DS000636,SK하이닉스,0193T0,LONG,3/20,3/10,50,68,60,8,2,35.29,0.0500,-0.3956,9.15,-3.2538,6.2656,25875,1025875,2.5875,-9.3284
KRX_CONTINUOUS_AFTERNOON,DS001318,SK하이닉스,0197X0,SHORT,5/30,5/10,20,81,72,9,2,39.51,0.0409,-0.2000,11.36,-3.9745,8.2638,23365,1023365,2.3365,-9.3958
KRX_CONTINUOUS_AFTERNOON,DS002760,SK하이닉스,0197X0,SHORT,5/30,10/20,50,58,40,18,2,37.93,0.0671,-0.2213,15.53,-4.4319,10.8453,22714,1022714,2.2714,-13.9470
KRX_CONTINUOUS_AFTERNOON,DS002231,SK하이닉스,0197X0,SHORT,3/30,5/20,30,79,58,21,2,36.71,0.0521,-0.4644,15.38,-3.8061,9.1102,22027,1022027,2.2027,-18.9526
KRX_CONTINUOUS_AFTERNOON,DS003420,SK하이닉스,0193T0,LONG,3/10,5/30,50,113,75,38,4,41.59,0.0350,-0.2460,18.95,-4.1883,5.9089,18336,1018336,1.8336,-16.6610
KRX_CONTINUOUS_AFTERNOON,DS000719,삼성전자,0193L0,SHORT,5/20,3/10,30,71,61,10,1,42.25,0.0340,-0.2473,9.38,-2.3180,6.1504,17850,1017850,1.7850,-6.6778
KRX_CONTINUOUS_AFTERNOON,DS003755,SK하이닉스,0193T0,LONG,10/30,5/30,30,44,29,15,2,43.18,0.0652,-0.4454,19.25,-3.9594,7.8653,16415,1016415,1.6415,-19.2041
KRX_CONTINUOUS_AFTERNOON,DS004641,삼성전자,0193W0,LONG,3/30,20/30,10,104,60,44,3,38.46,0.0365,-0.2969,23.88,-3.8997,7.4410,14234,1014234,1.4234,-17.4962
KRX_CONTINUOUS_AFTERNOON,DS000108,SK하이닉스,0193T0,LONG,5/10,3/5,50,103,93,10,2,42.72,0.0164,-0.1368,5.34,-2.7110,5.6894,10759,1010759,1.0759,-6.5682
KRX_CONTINUOUS_AFTERNOON,DS002289,삼성전자,0193W0,LONG,5/30,5/20,10,92,72,20,2,30.43,0.0267,-0.4369,15.39,-2.0902,6.2870,10694,1010694,1.0694,-12.4981
KRX_CONTINUOUS_AFTERNOON,DS002770,삼성전자,0193W0,LONG,5/30,10/20,20,75,55,20,2,36.00,0.0283,-0.3032,17.52,-2.6608,6.2549,9789,1009789,0.9789,-10.7875
KRX_CONTINUOUS_AFTERNOON,DS001548,SK하이닉스,0193T0,LONG,5/10,3/20,50,103,75,28,3,38.83,0.0215,-0.3025,15.67,-3.3618,5.6894,9390,1009390,0.9390,-18.9466
KRX_CONTINUOUS_AFTERNOON,DS000791,SK하이닉스,0197X0,SHORT,3/30,3/10,30,79,65,14,2,40.51,0.0257,-0.2000,9.99,-2.8693,7.5444,9279,1009279,0.9279,-16.0113
KRX_CONTINUOUS_AFTERNOON,DS003863,SK하이닉스,0197X0,SHORT,3/5,10/30,30,267,166,101,10,36.70,0.0905,-0.2629,20.20,-5.7219,11.5618,8076,1008076,0.8076,-36.5042
KRX_CONTINUOUS_AFTERNOON,DS002315,SK하이닉스,0193T0,LONG,10/30,5/20,30,44,33,11,1,38.64,0.0359,-0.3200,16.27,-3.9594,6.6293,6935,1006935,0.6935,-16.0409
KRX_CONTINUOUS_AFTERNOON,DS002844,SK하이닉스,0193T0,LONG,20/30,10/20,50,42,27,15,2,45.24,0.0362,-0.1287,18.52,-3.2643,5.9809,6876,1006876,0.6876,-15.1082
KRX_CONTINUOUS_AFTERNOON,DS003468,SK하이닉스,0193T0,LONG,5/10,5/30,50,103,68,35,3,41.75,0.0223,-0.2000,18.53,-3.3770,5.6894,5689,1005689,0.5689,-22.8591
KRX_CONTINUOUS_AFTERNOON,DS000839,SK하이닉스,0197X0,SHORT,5/30,3/10,30,55,43,12,2,34.55,0.0238,-0.2000,8.95,-3.6804,7.5444,5475,1005475,0.5475,-14.6754
KRX_CONTINUOUS_AFTERNOON,DS003671,SK하이닉스,0197X0,SHORT,3/30,5/30,30,79,51,28,2,34.18,0.0259,-0.3324,16.63,-3.8092,10.7183,4517,1004517,0.4517,-13.1634
KRX_CONTINUOUS_AFTERNOON,DS002614,SK하이닉스,0197X0,SHORT,5/20,10/20,20,83,60,23,3,40.96,0.0238,-0.2000,16.31,-3.6804,10.4239,4329,1004329,0.4329,-9.6583
KRX_CONTINUOUS_AFTERNOON,DS000682,SK하이닉스,0193T0,LONG,5/20,3/10,20,70,60,10,3,37.14,0.0168,-0.3716,9.39,-2.3300,5.5513,4299,1004299,0.4299,-9.0535
KRX_CONTINUOUS_AFTERNOON,DS000720,삼성전자,0193L0,SHORT,5/20,3/10,50,79,69,10,1,39.24,0.0137,-0.2433,9.78,-2.3180,6.1504,3847,1003847,0.3847,-6.5351
KRX_CONTINUOUS_AFTERNOON,DS002841,SK하이닉스,0193T0,LONG,20/30,10/20,10,59,42,17,2,35.59,0.0315,-0.4380,17.36,-3.1880,7.9681,2789,1002789,0.2789,-15.0124
KRX_CONTINUOUS_AFTERNOON,DS003960,SK하이닉스,0197X0,SHORT,5/10,10/30,50,134,83,51,5,41.79,0.0391,-0.2307,21.81,-3.2908,10.5067,2438,1002438,0.2438,-15.0829
KRX_CONTINUOUS_AFTERNOON,DS001678,삼성전자,0193L0,SHORT,5/20,3/20,20,71,56,15,1,38.03,0.0170,-0.3420,14.37,-5.2087,7.0984,1975,1001975,0.1975,-9.9454
KRX_CONTINUOUS_AFTERNOON,DS002758,SK하이닉스,0197X0,SHORT,5/30,10/20,20,81,62,19,3,41.98,0.0257,-0.2256,18.90,-4.4319,10.8453,1677,1001677,0.1677,-12.0347
KRX_CONTINUOUS_AFTERNOON,DS004764,SK하이닉스,0193T0,LONG,20/30,20/30,50,42,29,13,1,40.48,0.0264,-0.2676,18.31,-4.1620,6.2442,1196,1001196,0.1196,-13.4171
KRX_CONTINUOUS_AFTERNOON,DS001596,SK하이닉스,0193T0,LONG,3/20,3/20,50,68,56,12,1,33.82,0.0161,-0.5403,12.01,-3.0237,6.6034,1122,1001122,0.1122,-10.0585
KRX_CONTINUOUS_AFTERNOON,DS002242,삼성전자,0193W0,LONG,3/30,5/20,20,83,66,17,2,38.55,0.0151,-0.4246,15.75,-2.2517,6.2870,482,1000482,0.0482,-13.2204
KRX_CONTINUOUS_AFTERNOON,DS003730,삼성전자,0193W0,LONG,5/30,5/30,20,75,53,22,1,30.67,0.0166,-0.4872,16.84,-1.9832,7.3307,-362,999638,-0.0362,-13.0058
KRX_CONTINUOUS_AFTERNOON,DS002385,삼성전자,0193W0,LONG,20/30,5/20,10,59,47,12,2,35.59,0.0121,-0.2952,16.75,-3.6169,6.2870,-817,999183,-0.0817,-14.2515
KRX_CONTINUOUS_AFTERNOON,DS000718,삼성전자,0193L0,SHORT,5/20,3/10,20,71,62,9,2,45.07,0.0090,-0.1787,10.80,-5.2087,6.1504,-1619,998381,-0.1619,-8.9785
KRX_CONTINUOUS_AFTERNOON,DS001763,삼성전자,0193W0,LONG,3/30,3/20,30,63,49,14,3,34.92,0.0120,-0.3811,13.25,-2.2034,5.9382,-1993,998007,-0.1993,-10.4050
KRX_CONTINUOUS_AFTERNOON,DS002756,SK하이닉스,0197X0,SHORT,5/30,10/20,5,114,84,30,3,39.47,0.0209,-0.2000,17.64,-4.4319,10.8453,-2808,997192,-0.2808,-14.6867
KRX_CONTINUOUS_AFTERNOON,DS002122,SK하이닉스,0193T0,LONG,5/20,5/20,20,70,55,15,2,34.29,0.0080,-0.4560,13.81,-3.0531,5.4794,-3738,996262,-0.3738,-9.4397
KRX_CONTINUOUS_AFTERNOON,DS002147,삼성전자,0193W0,LONG,5/20,5/20,30,71,57,14,2,32.39,0.0071,-0.2832,13.13,-2.2517,6.2870,-3910,996090,-0.3910,-10.8683
KRX_CONTINUOUS_AFTERNOON,DS001680,삼성전자,0193L0,SHORT,5/20,3/20,50,79,62,17,1,35.44,0.0039,-0.3831,13.52,-2.4157,7.0984,-6052,993948,-0.6052,-8.5096
KRX_CONTINUOUS_AFTERNOON,DS003344,삼성전자,0193W0,LONG,20/30,3/30,5,47,32,15,1,29.79,0.0073,-0.4715,19.53,-5.9234,6.2870,-6796,993204,-0.6796,-12.6865
KRX_CONTINUOUS_AFTERNOON,DS004280,SK하이닉스,0193T0,LONG,20/30,10/30,5,54,30,24,2,35.19,0.0298,-0.4254,22.74,-7.9425,6.6041,-7164,992836,-0.7164,-12.6189
KRX_CONTINUOUS_AFTERNOON,DS004103,SK하이닉스,0197X0,SHORT,10/20,10/30,30,75,45,30,4,41.33,0.0142,-0.2000,21.03,-5.9160,10.4131,-7838,992162,-0.7838,-13.4630
KRX_CONTINUOUS_AFTERNOON,DS002755,SK하이닉스,0197X0,SHORT,5/30,10/20,NONE,115,85,30,3,39.13,0.0158,-0.2000,17.51,-4.4319,10.8453,-8415,991585,-0.8415,-14.6867
KRX_CONTINUOUS_AFTERNOON,DS000408,SK하이닉스,0197X0,SHORT,10/30,3/5,50,45,42,3,2,46.67,-0.0141,-0.1542,6.58,-2.2800,2.8835,-8633,991367,-0.8633,-4.9743
KRX_CONTINUOUS_AFTERNOON,DS004008,SK하이닉스,0197X0,SHORT,3/20,10/30,50,118,74,44,5,38.14,0.0227,-0.2000,18.76,-3.2091,10.4599,-9214,990786,-0.9214,-21.3813
KRX_CONTINUOUS_AFTERNOON,DS002098,삼성전자,0193W0,LONG,3/20,5/20,20,85,67,18,2,38.82,0.0025,-0.2370,15.58,-2.1316,6.2870,-9450,990550,-0.9450,-17.4045
KRX_CONTINUOUS_AFTERNOON,DS004056,SK하이닉스,0197X0,SHORT,5/20,10/30,50,93,57,36,3,37.63,0.0169,-0.2000,20.14,-3.9745,10.0867,-10929,989071,-1.0929,-14.4021
KRX_CONTINUOUS_AFTERNOON,DS002194,삼성전자,0193W0,LONG,10/20,5/20,20,67,49,18,1,32.84,-0.0060,-0.3245,15.01,-2.7027,5.2362,-11075,988925,-1.1075,-13.0189
KRX_CONTINUOUS_AFTERNOON,DS003802,SK하이닉스,0193T0,LONG,20/30,5/30,20,79,57,22,2,36.71,0.0223,-0.4733,19.96,-8.2037,7.9681,-12247,987753,-1.2247,-19.1931
KRX_CONTINUOUS_AFTERNOON,DS001199,삼성전자,0193L0,SHORT,5/20,5/10,30,71,61,10,1,40.85,-0.0077,-0.2000,10.54,-3.1977,6.1814,-12498,987502,-1.2498,-6.0523
KRX_CONTINUOUS_AFTERNOON,DS001632,삼성전자,0193L0,SHORT,3/20,3/20,50,92,76,16,2,34.78,-0.0018,-0.3507,13.33,-2.7333,7.6341,-12591,987409,-1.2591,-13.3908
KRX_CONTINUOUS_AFTERNOON,DS002879,삼성전자,0193L0,SHORT,20/30,10/20,30,40,31,9,1,42.50,-0.0223,-0.2838,18.35,-2.0288,6.8327,-13080,986920,-1.3080,-4.9276
KRX_CONTINUOUS_AFTERNOON,DS000837,SK하이닉스,0197X0,SHORT,5/30,3/10,10,87,73,14,1,41.38,-0.0074,-0.2000,9.23,-3.6804,4.2674,-13930,986070,-1.3930,-11.5316
KRX_CONTINUOUS_AFTERNOON,DS002387,삼성전자,0193W0,LONG,20/30,5/20,30,44,34,10,2,31.82,-0.0173,-0.3656,19.00,-3.6169,6.2870,-14179,985821,-1.4179,-13.9665
KRX_CONTINUOUS_AFTERNOON,DS000444,SK하이닉스,0193T0,LONG,20/30,3/5,50,42,39,3,2,33.33,-0.0263,-0.1459,5.83,-1.9383,5.2295,-14415,985585,-1.4415,-5.9850
KRX_CONTINUOUS_AFTERNOON,DS003191,SK하이닉스,0197X0,SHORT,3/30,3/30,30,79,58,21,1,35.44,-0.0022,-0.3804,13.92,-3.7470,9.0256,-14805,985195,-1.4805,-12.3419
KRX_CONTINUOUS_AFTERNOON,DS001692,SK하이닉스,0193T0,LONG,10/20,3/20,50,52,39,13,1,42.31,-0.0154,-0.4572,13.06,-3.4236,6.6034,-15142,984858,-1.5142,-14.3007
KRX_CONTINUOUS_AFTERNOON,DS003322,SK하이닉스,0193T0,LONG,20/30,3/30,20,79,57,22,2,31.65,0.0127,-0.4856,17.84,-8.2037,6.7310,-16283,983717,-1.6283,-18.7932
