"계산방식","전략id","신호종목","실행상품코드","방향","진입ma","청산ma","추세ma","거래수","정상청산수","마감1519청산수","최대동시open","승률_pct","평균순수익률_pct","중앙순수익률_pct","평균보유분","최악거래_pct","최고거래_pct","누적복리손익","최종복리자본","누적복리수익률_pct"
"KRX_CONTINUOUS","DS002277","SK하이닉스","0197X0","SHORT","5/30","5/20","10","108","106","2","2","46.30","0.3740","-0.1218","20.78","-2.5052","17.1694","454244","1454244","45.4244"
"KRX_CONTINUOUS","DS002323","SK하이닉스","0197X0","SHORT","10/30","5/20","NONE","119","114","5","3","45.38","0.3175","-0.2000","19.19","-2.5799","17.1694","418460","1418460","41.8460"
"KRX_CONTINUOUS","DS002325","SK하이닉스","0197X0","SHORT","10/30","5/20","10","114","109","5","2","44.74","0.3311","-0.2000","19.21","-2.5799","17.1694","418380","1418380","41.8380"
"KRX_CONTINUOUS","DS002808","SK하이닉스","0197X0","SHORT","10/30","10/20","50","66","65","1","3","45.45","0.5667","-0.1081","21.76","-4.3224","17.1694","411620","1411620","41.1620"
"KRX_CONTINUOUS","DS002229","SK하이닉스","0197X0","SHORT","3/30","5/20","10","133","126","7","2","40.60","0.2783","-0.2000","20.05","-2.2629","17.1694","400678","1400678","40.0678"
"KRX_CONTINUOUS","DS001797","SK하이닉스","0197X0","SHORT","5/30","3/20","10","108","106","2","2","44.44","0.3129","-0.2496","18.53","-3.4437","17.4211","364199","1364199","36.4199"
"KRX_CONTINUOUS","DS002328","SK하이닉스","0197X0","SHORT","10/30","5/20","50","66","64","2","3","42.42","0.5076","-0.2000","18.53","-2.5799","17.1694","363792","1363792","36.3792"
"KRX_CONTINUOUS","DS003237","SK하이닉스","0197X0","SHORT","5/30","3/30","10","108","106","2","2","40.74","0.3064","-0.3133","22.69","-2.4368","17.1065","352588","1352588","35.2588"
"KRX_CONTINUOUS","DS001844","SK하이닉스","0197X0","SHORT","10/30","3/20","5","97","94","3","2","42.27","0.3176","-0.2457","17.63","-2.0741","17.4211","327040","1327040","32.7040"
"KRX_CONTINUOUS","DS003283","SK하이닉스","0197X0","SHORT","10/30","3/30","NONE","119","114","5","3","40.34","0.2633","-0.2457","22.20","-6.2043","17.1065","322658","1322658","32.2658"
"KRX_CONTINUOUS","DS003285","SK하이닉스","0197X0","SHORT","10/30","3/30","10","114","109","5","3","39.47","0.2738","-0.2458","22.23","-6.2043","17.1065","321149","1321149","32.1149"
"KRX_CONTINUOUS","DS001843","SK하이닉스","0197X0","SHORT","10/30","3/20","NONE","119","115","4","2","41.18","0.2560","-0.2457","17.25","-2.0741","17.4211","321044","1321044","32.1044"
"KRX_CONTINUOUS","DS002324","SK하이닉스","0197X0","SHORT","10/30","5/20","5","97","93","4","2","44.33","0.3124","-0.2000","19.33","-2.5799","17.1694","320105","1320105","32.0105"
"KRX_CONTINUOUS","DS002084","SK하이닉스","0197X0","SHORT","3/20","5/20","5","192","183","9","3","38.54","0.1666","-0.3029","19.42","-2.7606","17.1694","319825","1319825","31.9825"
"KRX_CONTINUOUS","DS002276","SK하이닉스","0197X0","SHORT","5/30","5/20","5","133","129","4","2","42.86","0.2322","-0.2000","21.14","-4.2995","17.1694","318839","1318839","31.8839"
"KRX_CONTINUOUS","DS002275","SK하이닉스","0197X0","SHORT","5/30","5/20","NONE","135","131","4","2","42.96","0.2267","-0.2000","21.01","-4.2995","17.1694","315171","1315171","31.5171"
"KRX_CONTINUOUS","DS002803","SK하이닉스","0197X0","SHORT","10/30","10/20","NONE","119","115","4","3","44.54","0.2582","-0.1242","21.40","-4.3224","17.1694","313952","1313952","31.3952"
"KRX_CONTINUOUS","DS001845","SK하이닉스","0197X0","SHORT","10/30","3/20","10","114","110","4","2","40.35","0.2608","-0.2676","17.21","-2.0741","17.4211","311714","1311714","31.1714"
"KRX_CONTINUOUS","DS003288","SK하이닉스","0197X0","SHORT","10/30","3/30","50","66","64","2","3","39.39","0.4509","-0.2229","22.00","-6.2043","17.1065","309192","1309192","30.9192"
"KRX_CONTINUOUS","DS002804","SK하이닉스","0197X0","SHORT","10/30","10/20","5","97","93","4","2","47.42","0.3094","-0.0814","22.26","-4.3224","17.1694","308077","1308077","30.8077"
"KRX_CONTINUOUS","DS002805","SK하이닉스","0197X0","SHORT","10/30","10/20","10","114","110","4","2","43.86","0.2591","-0.1621","21.44","-4.3224","17.1694","298847","1298847","29.8847"
"KRX_CONTINUOUS","DS001848","SK하이닉스","0197X0","SHORT","10/30","3/20","50","66","64","2","2","40.91","0.4280","-0.3520","16.56","-2.0741","17.4211","295176","1295176","29.5176"
"KRX_CONTINUOUS","DS004248","SK하이닉스","0197X0","SHORT","10/30","10/30","50","66","64","2","2","42.42","0.4388","-0.2767","26.32","-4.3224","17.0435","294946","1294946","29.4946"
"KRX_CONTINUOUS","DS002280","SK하이닉스","0197X0","SHORT","5/30","5/20","50","66","64","2","2","39.39","0.4248","-0.3607","21.74","-3.9397","17.1694","292910","1292910","29.2910"
"KRX_CONTINUOUS","DS003284","SK하이닉스","0197X0","SHORT","10/30","3/30","5","97","93","4","3","42.27","0.2954","-0.2457","23.12","-6.2043","17.1065","291026","1291026","29.1026"
"KRX_CONTINUOUS","DS003240","SK하이닉스","0197X0","SHORT","5/30","3/30","50","66","64","2","2","36.36","0.4215","-0.4875","20.91","-2.1725","17.1065","288994","1288994","28.8994"
"KRX_CONTINUOUS","DS001317","SK하이닉스","0197X0","SHORT","5/30","5/10","10","108","108","0","2","47.22","0.2550","-0.0889","12.40","-3.1023","16.9177","287608","1287608","28.7608"
"KRX_CONTINUOUS","DS003236","SK하이닉스","0197X0","SHORT","5/30","3/30","5","133","129","4","2","37.59","0.2116","-0.3806","21.01","-2.4368","17.1065","286267","1286267","28.6267"
"KRX_CONTINUOUS","DS004244","SK하이닉스","0197X0","SHORT","10/30","10/30","5","97","92","5","1","44.33","0.2893","-0.0924","27.79","-4.3224","17.0435","279119","1279119","27.9119"
"KRX_CONTINUOUS","DS003768","SK하이닉스","0197X0","SHORT","10/30","5/30","50","66","64","2","3","43.94","0.4177","-0.2723","25.17","-7.1335","17.1065","277979","1277979","27.7979"
"KRX_CONTINUOUS","DS001800","SK하이닉스","0197X0","SHORT","5/30","3/20","50","66","64","2","2","37.88","0.4089","-0.4705","19.21","-3.7454","17.4211","277791","1277791","27.7791"
"KRX_CONTINUOUS","DS002757","SK하이닉스","0197X0","SHORT","5/30","10/20","10","108","106","2","3","43.52","0.2590","-0.2834","23.42","-4.0363","17.1694","275871","1275871","27.5871"
"KRX_CONTINUOUS","DS003717","SK하이닉스","0197X0","SHORT","5/30","5/30","10","108","106","2","1","41.67","0.2533","-0.4290","24.78","-2.9633","17.1065","274475","1274475","27.4475"
"KRX_CONTINUOUS","DS003235","SK하이닉스","0197X0","SHORT","5/30","3/30","NONE","135","131","4","2","37.04","0.2017","-0.3806","20.87","-2.4368","17.1065","274460","1274460","27.4460"
"KRX_CONTINUOUS","DS001749","SK하이닉스","0197X0","SHORT","3/30","3/20","10","133","126","7","2","39.10","0.2033","-0.3586","17.05","-3.4437","17.4211","272276","1272276","27.2276"
"KRX_CONTINUOUS","DS003189","SK하이닉스","0197X0","SHORT","3/30","3/30","10","133","126","7","1","35.34","0.1986","-0.4644","19.60","-2.4797","17.1065","262483","1262483","26.2483"
"KRX_CONTINUOUS","DS004245","SK하이닉스","0197X0","SHORT","10/30","10/30","10","114","109","5","1","42.98","0.2359","-0.1732","26.53","-4.3224","17.0435","260796","1260796","26.0796"
"KRX_CONTINUOUS","DS001846","SK하이닉스","0197X0","SHORT","10/30","3/20","20","98","95","3","2","41.84","0.2586","-0.2526","17.82","-2.0741","17.4211","258770","1258770","25.8770"
"KRX_CONTINUOUS","DS004100","SK하이닉스","0197X0","SHORT","10/20","10/30","5","115","109","6","3","47.83","0.2284","-0.0768","30.79","-4.4438","17.0435","253602","1253602","25.3602"
"KRX_CONTINUOUS","DS000837","SK하이닉스","0197X0","SHORT","5/30","3/10","10","108","108","0","2","43.52","0.2282","-0.1417","10.80","-2.1392","18.0505","249902","1249902","24.9902"
"KRX_CONTINUOUS","DS000886","SK하이닉스","0197X0","SHORT","10/30","3/10","20","98","98","0","2","42.86","0.2503","-0.1782","10.88","-6.0613","18.0505","248344","1248344","24.8344"
"KRX_CONTINUOUS","DS003144","SK하이닉스","0197X0","SHORT","10/20","3/30","50","75","71","4","2","36.00","0.3275","-0.2448","22.19","-2.1275","17.1065","247317","1247317","24.7317"
"KRX_CONTINUOUS","DS004243","SK하이닉스","0197X0","SHORT","10/30","10/30","NONE","119","114","5","2","42.86","0.2162","-0.2000","26.05","-4.3224","17.0435","245969","1245969","24.5969"
"KRX_CONTINUOUS","DS001796","SK하이닉스","0197X0","SHORT","5/30","3/20","5","133","130","3","2","41.35","0.1870","-0.3068","18.50","-3.8290","17.4211","245340","1245340","24.5340"
"KRX_CONTINUOUS","DS001795","SK하이닉스","0197X0","SHORT","5/30","3/20","NONE","135","132","3","2","40.74","0.1803","-0.3068","18.38","-3.8290","17.4211","238731","1238731","23.8731"
"KRX_CONTINUOUS","DS002760","SK하이닉스","0197X0","SHORT","5/30","10/20","50","66","64","2","3","39.39","0.3647","-0.2000","24.18","-4.0363","17.1694","237070","1237070","23.7070"
"KRX_CONTINUOUS","DS001316","SK하이닉스","0197X0","SHORT","5/30","5/10","5","133","133","0","2","45.11","0.1760","-0.1282","12.05","-3.1023","16.9177","234054","1234054","23.4054"
"KRX_CONTINUOUS","DS001653","SK하이닉스","0197X0","SHORT","5/20","3/20","10","147","143","4","2","37.41","0.1639","-0.4071","16.84","-3.4437","17.4211","232226","1232226","23.2226"
"KRX_CONTINUOUS","DS002326","SK하이닉스","0197X0","SHORT","10/30","5/20","20","98","95","3","2","44.90","0.2350","-0.2000","18.82","-2.5799","17.1694","231086","1231086","23.1086"
"KRX_CONTINUOUS","DS001315","SK하이닉스","0197X0","SHORT","5/30","5/10","NONE","135","135","0","2","44.44","0.1709","-0.1304","11.91","-3.1023","16.9177","229909","1229909","22.9909"
"KRX_CONTINUOUS","DS002179","SK하이닉스","0197X0","SHORT","10/20","5/20","NONE","157","150","7","2","38.85","0.1517","-0.3502","18.34","-3.0554","17.1694","227633","1227633","22.7633"
"KRX_CONTINUOUS","DS003763","SK하이닉스","0197X0","SHORT","10/30","5/30","NONE","119","114","5","3","43.70","0.2011","-0.2906","24.77","-7.1335","17.1065","223436","1223436","22.3436"
"KRX_CONTINUOUS","DS000884","SK하이닉스","0197X0","SHORT","10/30","3/10","5","97","97","0","2","42.27","0.2306","-0.2000","10.52","-6.0613","18.0505","221977","1221977","22.1977"
"KRX_CONTINUOUS","DS003765","SK하이닉스","0197X0","SHORT","10/30","5/30","10","114","109","5","3","42.98","0.2084","-0.2910","24.88","-7.1335","17.1065","221516","1221516","22.1516"
"KRX_CONTINUOUS","DS003720","SK하이닉스","0197X0","SHORT","5/30","5/30","50","66","64","2","1","36.36","0.3400","-0.4352","22.11","-2.2887","17.1065","220978","1220978","22.0978"
"KRX_CONTINUOUS","DS002228","SK하이닉스","0197X0","SHORT","3/30","5/20","5","144","135","9","3","38.19","0.1640","-0.2000","20.21","-5.1400","17.1694","220806","1220806","22.0806"
"KRX_CONTINUOUS","DS003140","SK하이닉스","0197X0","SHORT","10/20","3/30","5","115","110","5","2","39.13","0.1983","-0.2764","22.38","-6.4723","17.1065","219815","1219815","21.9815"
"KRX_CONTINUOUS","DS002133","SK하이닉스","0197X0","SHORT","5/20","5/20","10","147","142","5","1","36.05","0.1562","-0.3002","18.50","-2.7606","17.1694","218478","1218478","21.8478"
"KRX_CONTINUOUS","DS003287","SK하이닉스","0197X0","SHORT","10/30","3/30","30","61","58","3","3","36.07","0.3586","-0.3826","20.97","-1.7300","17.1065","217948","1217948","21.7948"
"KRX_CONTINUOUS","DS000836","SK하이닉스","0197X0","SHORT","5/30","3/10","5","133","133","0","2","43.61","0.1652","-0.1465","10.57","-2.1392","18.0505","215532","1215532","21.5532"
"KRX_CONTINUOUS","DS002180","SK하이닉스","0197X0","SHORT","10/20","5/20","5","115","111","4","2","37.39","0.1922","-0.3528","18.69","-2.1435","17.1694","214967","1214967","21.4967"
"KRX_CONTINUOUS","DS001363","SK하이닉스","0197X0","SHORT","10/30","5/10","NONE","119","118","1","2","43.70","0.1823","-0.2000","11.71","-6.2043","16.9177","211771","1211771","21.1771"
"KRX_CONTINUOUS","DS001366","SK하이닉스","0197X0","SHORT","10/30","5/10","20","98","98","0","2","43.88","0.2205","-0.1742","12.67","-6.2043","16.9177","211578","1211578","21.1578"
"KRX_CONTINUOUS","DS003188","SK하이닉스","0197X0","SHORT","3/30","3/30","5","144","135","9","1","33.33","0.1550","-0.4609","18.69","-2.4797","17.1065","211440","1211440","21.1440"
"KRX_CONTINUOUS","DS000883","SK하이닉스","0197X0","SHORT","10/30","3/10","NONE","119","118","1","3","40.34","0.1800","-0.2485","10.19","-6.0613","18.0505","209334","1209334","20.9334"
"KRX_CONTINUOUS","DS001269","SK하이닉스","0197X0","SHORT","3/30","5/10","10","133","128","5","2","45.11","0.1612","-0.1489","12.22","-3.1023","16.9177","208822","1208822","20.8822"
"KRX_CONTINUOUS","DS001320","SK하이닉스","0197X0","SHORT","5/30","5/10","50","66","66","0","2","39.39","0.3165","-0.1508","12.30","-3.1023","16.9177","208201","1208201","20.8201"
"KRX_CONTINUOUS","DS002806","SK하이닉스","0197X0","SHORT","10/30","10/20","20","98","95","3","2","46.94","0.2185","-0.0867","21.60","-4.3224","17.1694","204618","1204618","20.4618"
"KRX_CONTINUOUS","DS000835","SK하이닉스","0197X0","SHORT","5/30","3/10","NONE","135","135","0","2","42.96","0.1559","-0.2000","10.44","-2.1392","18.0505","204429","1204429","20.4429"
"KRX_CONTINUOUS","DS002083","SK하이닉스","0197X0","SHORT","3/20","5/20","NONE","217","208","9","3","37.33","0.1066","-0.3186","18.99","-2.9950","17.1694","203006","1203006","20.3006"
"KRX_CONTINUOUS","DS000694","SK하이닉스","0197X0","SHORT","5/20","3/10","20","84","83","1","1","42.86","0.2417","-0.1193","10.88","-2.0779","18.0505","199967","1199967","19.9967"
"KRX_CONTINUOUS","DS001699","SK하이닉스","0197X0","SHORT","10/20","3/20","NONE","157","151","6","2","39.49","0.1341","-0.3610","16.31","-2.4958","17.4211","197216","1197216","19.7216"
"KRX_CONTINUOUS","DS003764","SK하이닉스","0197X0","SHORT","10/30","5/30","5","97","93","4","3","43.30","0.2213","-0.2914","25.03","-7.1335","17.1065","196998","1196998","19.6998"
"KRX_CONTINUOUS","DS001364","SK하이닉스","0197X0","SHORT","10/30","5/10","5","97","97","0","2","44.33","0.2087","-0.1485","12.11","-6.2043","16.9177","195401","1195401","19.5401"
"KRX_CONTINUOUS","DS004247","SK하이닉스","0197X0","SHORT","10/30","10/30","30","61","59","2","1","39.34","0.3316","-0.3080","26.03","-4.3224","17.0435","192757","1192757","19.2757"
"KRX_CONTINUOUS","DS003716","SK하이닉스","0197X0","SHORT","5/30","5/30","5","133","129","4","1","37.59","0.1562","-0.4290","22.65","-2.9633","17.1065","192288","1192288","19.2288"
"KRX_CONTINUOUS","DS003286","SK하이닉스","0197X0","SHORT","10/30","3/30","20","98","95","3","3","41.84","0.2057","-0.2564","23.04","-6.2043","17.1065","190056","1190056","19.0056"
"KRX_CONTINUOUS","DS001173","SK하이닉스","0197X0","SHORT","5/20","5/10","10","147","145","2","1","44.90","0.1361","-0.1465","11.59","-3.1023","16.9177","189589","1189589","18.9589"
"KRX_CONTINUOUS","DS001365","SK하이닉스","0197X0","SHORT","10/30","5/10","10","114","113","1","2","42.98","0.1727","-0.2000","11.55","-6.2043","16.9177","188172","1188172","18.8172"
"KRX_CONTINUOUS","DS000789","SK하이닉스","0197X0","SHORT","3/30","3/10","10","133","128","5","2","38.35","0.1482","-0.2000","10.71","-2.0779","18.0505","187497","1187497","18.7497"
"KRX_CONTINUOUS","DS000885","SK하이닉스","0197X0","SHORT","10/30","3/10","10","114","113","1","2","39.47","0.1714","-0.2491","10.04","-6.0613","18.0505","187234","1187234","18.7234"
"KRX_CONTINUOUS","DS001651","SK하이닉스","0197X0","SHORT","5/20","3/20","NONE","185","180","5","3","35.14","0.1110","-0.4209","15.74","-3.4437","17.4211","186942","1186942","18.6942"
"KRX_CONTINUOUS","DS002227","SK하이닉스","0197X0","SHORT","3/30","5/20","NONE","171","162","9","3","39.77","0.1240","-0.2000","21.25","-5.1400","17.1694","185661","1185661","18.5661"
"KRX_CONTINUOUS","DS002807","SK하이닉스","0197X0","SHORT","10/30","10/20","30","61","59","2","2","40.98","0.3143","-0.2539","21.11","-4.3224","17.1694","182712","1182712","18.2712"
"KRX_CONTINUOUS","DS003715","SK하이닉스","0197X0","SHORT","5/30","5/30","NONE","135","131","4","1","37.04","0.1476","-0.4290","22.36","-2.9633","17.1065","182115","1182115","18.2115"
"KRX_CONTINUOUS","DS004200","SK하이닉스","0197X0","SHORT","5/30","10/30","50","66","64","2","3","43.94","0.3000","-0.1731","30.00","-4.5616","17.0435","181706","1181706","18.1706"
"KRX_CONTINUOUS","DS003669","SK하이닉스","0197X0","SHORT","3/30","5/30","10","133","124","9","3","37.59","0.1516","-0.4784","24.23","-2.5988","17.1065","181015","1181015","18.1015"
"KRX_CONTINUOUS","DS000646","SK하이닉스","0197X0","SHORT","3/20","3/10","20","102","99","3","2","38.24","0.1858","-0.2492","10.79","-2.0779","18.0505","180548","1180548","18.0548"
"KRX_CONTINUOUS","DS002184","SK하이닉스","0197X0","SHORT","10/20","5/20","50","75","72","3","2","33.33","0.2498","-0.4434","17.55","-2.1214","17.1694","177184","1177184","17.7184"
"KRX_CONTINUOUS","DS003239","SK하이닉스","0197X0","SHORT","5/30","3/30","30","61","59","2","2","31.15","0.3020","-0.5408","20.51","-2.1725","17.1065","174557","1174557","17.4557"
"KRX_CONTINUOUS","DS003044","SK하이닉스","0197X0","SHORT","3/20","3/30","5","192","181","11","3","35.42","0.1073","-0.4109","22.22","-6.2714","17.1065","174115","1174115","17.4115"
"KRX_CONTINUOUS","DS001700","SK하이닉스","0197X0","SHORT","10/20","3/20","5","115","112","3","2","38.26","0.1622","-0.4322","16.74","-2.0917","17.4211","174045","1174045","17.4045"
"KRX_CONTINUOUS","DS003139","SK하이닉스","0197X0","SHORT","10/20","3/30","NONE","157","149","8","3","41.40","0.1283","-0.2000","23.33","-8.6695","17.1065","171649","1171649","17.1649"
"KRX_CONTINUOUS","DS000838","SK하이닉스","0197X0","SHORT","5/30","3/10","20","92","92","0","2","42.39","0.1939","-0.1362","10.71","-2.0779","18.0505","170773","1170773","17.0773"
"KRX_CONTINUOUS","DS002279","SK하이닉스","0197X0","SHORT","5/30","5/20","30","61","59","2","2","34.43","0.2953","-0.3869","21.31","-3.9397","17.1694","170497","1170497","17.0497"
"KRX_CONTINUOUS","DS003767","SK하이닉스","0197X0","SHORT","10/30","5/30","30","61","58","3","3","39.34","0.2932","-0.5236","22.51","-2.5799","17.1065","168703","1168703","16.8703"
"KRX_CONTINUOUS","DS004197","SK하이닉스","0197X0","SHORT","5/30","10/30","10","108","105","3","3","42.59","0.1869","-0.2000","32.65","-7.2757","17.0435","168026","1168026","16.8026"
"KRX_CONTINUOUS","DS000887","SK하이닉스","0197X0","SHORT","10/30","3/10","30","61","60","1","2","32.79","0.2836","-0.2505","9.62","-1.5420","18.0505","166776","1166776","16.6776"
"KRX_CONTINUOUS","DS003672","SK하이닉스","0197X0","SHORT","3/30","5/30","50","90","81","9","3","33.33","0.2069","-0.5366","22.62","-2.1404","17.1065","166585","1166585","16.6585"
"KRX_CONTINUOUS","DS002181","SK하이닉스","0197X0","SHORT","10/20","5/20","10","146","140","6","2","38.36","0.1253","-0.3515","17.83","-3.0554","17.1694","166323","1166323","16.6323"
"KRX_CONTINUOUS","DS004104","SK하이닉스","0197X0","SHORT","10/20","10/30","50","75","71","4","3","41.33","0.2413","-0.3080","29.15","-3.8721","17.0435","164955","1164955","16.4955"
"KRX_CONTINUOUS","DS003096","SK하이닉스","0197X0","SHORT","5/20","3/30","50","98","95","3","3","30.61","0.1821","-0.5178","20.58","-4.6034","17.1065","162411","1162411","16.2411"
"KRX_CONTINUOUS","DS001652","SK하이닉스","0197X0","SHORT","5/20","3/20","5","178","173","5","3","34.83","0.1022","-0.4266","15.40","-3.4437","17.4211","162055","1162055","16.2055"
"KRX_CONTINUOUS","DS001367","SK하이닉스","0197X0","SHORT","10/30","5/10","30","61","60","1","2","34.43","0.2744","-0.3067","10.98","-2.1435","16.9177","160996","1160996","16.0996"
"KRX_CONTINUOUS","DS002232","SK하이닉스","0197X0","SHORT","3/30","5/20","50","90","84","6","3","34.44","0.1981","-0.3117","21.13","-5.1400","17.1694","160324","1160324","16.0324"
"KRX_CONTINUOUS","DS002327","SK하이닉스","0197X0","SHORT","10/30","5/20","30","61","58","3","2","34.43","0.2766","-0.4738","18.28","-2.5799","17.1694","159901","1159901","15.9901"
"KRX_CONTINUOUS","DS001368","SK하이닉스","0197X0","SHORT","10/30","5/10","50","66","65","1","2","40.91","0.2548","-0.2477","11.97","-6.2043","16.9177","158471","1158471","15.8471"
"KRX_CONTINUOUS","DS000693","SK하이닉스","0197X0","SHORT","5/20","3/10","10","147","145","2","1","40.82","0.1178","-0.2000","10.03","-2.6913","18.0505","157214","1157214","15.7214"
"KRX_CONTINUOUS","DS003668","SK하이닉스","0197X0","SHORT","3/30","5/30","5","144","132","12","3","35.42","0.1251","-0.4669","22.71","-2.5988","17.1065","156909","1156909","15.6909"
"KRX_CONTINUOUS","DS003624","SK하이닉스","0197X0","SHORT","10/20","5/30","50","75","70","5","2","37.33","0.2269","-0.4169","23.71","-2.3019","17.1065","156059","1156059","15.6059"
"KRX_CONTINUOUS","DS003620","SK하이닉스","0197X0","SHORT","10/20","5/30","5","115","109","6","3","42.61","0.1534","-0.3513","25.01","-7.3989","17.1065","155110","1155110","15.5110"
"KRX_CONTINUOUS","DS001748","SK하이닉스","0197X0","SHORT","3/30","3/20","5","144","136","8","2","38.19","0.1222","-0.3622","17.77","-4.9482","17.4211","153937","1153937","15.3937"
"KRX_CONTINUOUS","DS003192","SK하이닉스","0197X0","SHORT","3/30","3/30","50","90","84","6","1","31.11","0.1879","-0.4550","16.80","-2.0353","17.1065","153858","1153858","15.3858"
"KRX_CONTINUOUS","DS000840","SK하이닉스","0197X0","SHORT","5/30","3/10","50","66","66","0","2","37.88","0.2479","-0.3238","10.56","-2.1392","18.0505","153791","1153791","15.3791"
"KRX_CONTINUOUS","DS002085","SK하이닉스","0197X0","SHORT","3/20","5/20","10","171","164","7","3","36.26","0.1060","-0.3186","19.06","-2.9950","17.1694","153299","1153299","15.3299"
"KRX_CONTINUOUS","DS000695","SK하이닉스","0197X0","SHORT","5/20","3/10","30","81","79","2","1","35.80","0.2027","-0.2000","10.38","-2.0779","18.0505","153232","1153232","15.3232"
"KRX_CONTINUOUS","DS004199","SK하이닉스","0197X0","SHORT","5/30","10/30","30","61","59","2","2","40.98","0.2753","-0.2540","28.20","-4.3768","17.0435","150267","1150267","15.0267"
"KRX_CONTINUOUS","DS002709","SK하이닉스","0197X0","SHORT","3/30","10/20","10","133","125","8","3","37.59","0.1343","-0.3533","22.30","-3.8309","17.1694","148792","1148792","14.8792"
"KRX_CONTINUOUS","DS000739","SK하이닉스","0197X0","SHORT","10/20","3/10","NONE","157","154","3","2","38.22","0.1063","-0.2000","10.25","-5.4142","18.0505","148221","1148221","14.8221"
"KRX_CONTINUOUS","DS001701","SK하이닉스","0197X0","SHORT","10/20","3/20","10","146","141","5","2","39.04","0.1127","-0.3871","15.90","-2.4958","17.4211","146302","1146302","14.6302"
"KRX_CONTINUOUS","DS000790","SK하이닉스","0197X0","SHORT","3/30","3/10","20","114","109","5","2","38.60","0.1397","-0.2270","10.76","-2.3512","18.0505","145337","1145337","14.5337"
"KRX_CONTINUOUS","DS004580","SK하이닉스","0197X0","SHORT","10/20","20/30","5","115","104","11","4","44.35","0.1493","-0.1383","33.23","-4.3340","16.2254","145104","1145104","14.5104"
"KRX_CONTINUOUS","DS001270","SK하이닉스","0197X0","SHORT","3/30","5/10","20","114","109","5","2","44.74","0.1389","-0.1478","12.75","-3.1023","16.9177","144974","1144974","14.4974"
"KRX_CONTINUOUS","DS004728","SK하이닉스","0197X0","SHORT","10/30","20/30","50","66","63","3","4","39.39","0.2497","-0.2229","28.56","-4.0889","16.2254","144029","1144029","14.4029"
"KRX_CONTINUOUS","DS002664","SK하이닉스","0197X0","SHORT","10/20","10/20","50","75","73","2","1","34.67","0.2132","-0.4226","19.20","-3.8721","17.1694","142193","1142193","14.2193"
"KRX_CONTINUOUS","DS002132","SK하이닉스","0197X0","SHORT","5/20","5/20","5","178","172","6","2","33.71","0.0935","-0.3684","17.13","-2.7606","17.1694","141831","1141831","14.1831"
"KRX_CONTINUOUS","DS001752","SK하이닉스","0197X0","SHORT","3/30","3/20","50","90","84","6","3","34.44","0.1780","-0.3855","17.96","-4.9482","17.4211","140569","1140569","14.0569"
"KRX_CONTINUOUS","DS003093","SK하이닉스","0197X0","SHORT","5/20","3/30","10","147","141","6","2","37.41","0.1178","-0.3912","22.93","-7.2537","17.1065","139796","1139796","13.9796"
"KRX_CONTINUOUS","DS001268","SK하이닉스","0197X0","SHORT","3/30","5/10","5","144","139","5","2","43.06","0.1082","-0.2000","11.89","-3.1023","16.9177","139634","1139634","13.9634"
"KRX_CONTINUOUS","DS000647","SK하이닉스","0197X0","SHORT","3/20","3/10","30","98","95","3","2","34.69","0.1578","-0.2619","10.44","-2.0779","18.0505","138810","1138810","13.8810"
"KRX_CONTINUOUS","DS001272","SK하이닉스","0197X0","SHORT","3/30","5/10","50","90","86","4","2","40.00","0.1705","-0.2000","13.34","-3.1023","16.9177","137528","1137528","13.7528"
"KRX_CONTINUOUS","DS004724","SK하이닉스","0197X0","SHORT","10/30","20/30","5","97","89","8","3","41.24","0.1668","-0.2457","29.59","-4.0889","16.2254","135484","1135484","13.5484"
"KRX_CONTINUOUS","DS002759","SK하이닉스","0197X0","SHORT","5/30","10/20","30","61","59","2","2","37.70","0.2505","-0.4040","23.93","-4.0363","17.1694","134784","1134784","13.4784"
"KRX_CONTINUOUS","DS002278","SK하이닉스","0197X0","SHORT","5/30","5/20","20","92","89","3","2","38.04","0.1622","-0.3017","19.71","-2.5052","17.1694","134015","1134015","13.4015"
"KRX_CONTINUOUS","DS004246","SK하이닉스","0197X0","SHORT","10/30","10/30","20","98","94","4","1","42.86","0.1580","-0.1732","26.71","-4.3224","17.0435","133134","1133134","13.3134"
"KRX_CONTINUOUS","DS001799","SK하이닉스","0197X0","SHORT","5/30","3/20","30","61","60","1","2","34.43","0.2398","-0.5171","18.95","-3.7454","17.4211","132104","1132104","13.2104"
"KRX_CONTINUOUS","DS002756","SK하이닉스","0197X0","SHORT","5/30","10/20","5","133","129","4","3","39.85","0.1213","-0.2465","23.26","-4.0363","17.1694","131417","1131417","13.1417"
"KRX_CONTINUOUS","DS001847","SK하이닉스","0197X0","SHORT","10/30","3/20","30","61","59","2","2","32.79","0.2345","-0.5776","16.30","-1.7300","17.4211","131123","1131123","13.1123"
"KRX_CONTINUOUS","DS000214","SK하이닉스","0197X0","SHORT","5/20","3/5","20","84","83","1","1","41.67","0.1631","-0.1035","5.44","-3.6571","15.6590","130563","1130563","13.0563"
"KRX_CONTINUOUS","DS002086","SK하이닉스","0197X0","SHORT","3/20","5/20","20","102","95","7","2","33.33","0.1437","-0.3134","18.66","-2.0353","17.1694","129743","1129743","12.9743"
"KRX_CONTINUOUS","DS001704","SK하이닉스","0197X0","SHORT","10/20","3/20","50","75","72","3","2","32.00","0.1944","-0.5408","15.64","-2.4958","17.4211","129209","1129209","12.9209"
